243,15972,25654,2669,-28730,32501,-13644,-19259
244,16038,25275,3362,-28979,32460,-13085,-19856
245,16104,24988,3982,-29324,32346,-12408,-20390
246,16170,24540,4652,-29514,32352,-11720,-20909
247,16236,24172,5310,-29907,32234,-11104,-21399
248,16302,23750,5964,-30091,32117,-10411,-22046
249,16368,23332,6685,-30323,32027,-9846,-22408
250,16434,22970,7256,-30593,31844,-9215,-22922
251,16500,22456,7885,-30835,31816,-8548,-23434
252,16566,22133,8560,-31056,31611,-7883,-23971
253,16632,21700,9212,-31260,31406,-7205,-24340
254,16698,21128,9901,-31381,31136,-6431,-24703
255,16764,20670,10547,-31505,30808,-5779,-25193
256,16830,20223,11152,-31703,30619,-5071,-25489
257,16896,19726,11747,-31830,30435,-4379,-26071
258,16962,19255,12300,-31997,30084,-3770,-26508
259,17028,18724,12984,-32172,29828,-3047,-26920
260,17094,18215,13580,-32210,29503,-2410,-27254
261,17160,17700,14193,-32232,29180,-1805,-27624
262,17226,17172,14785,-32358,28886,-1089,-27900
263,17292,16579,15405,-32326,28603,-393,-28308
264,17358,15997,16033,-32330,28303,138,-28585
265,17424,15449,16604,-32432,27976,729,-28922
266,17490,14873,17189,-32450,27673,1470,-29275
267,17556,14299,17761,-32488,27301,2156,-29590
268,17622,13696,18381,-32441,26789,2773,-29806
269,17688,13049,18874,-32387,26441,3504,-30059
270,17754,12451,19430,-32248,26004,4230,-30324
271,17820,11747,19937,-32247,25534,4842,-30615
272,17886,11226,20497,-32115,25010,5561,-30813
273,17952,10561,21075,-32090,24681,6257,-31139
274,18018,9983,21554,-32006,24168,6884,-31337
275,18084,9367,22103,-31898,23806,7449,-31570
276,18150,8706,22619,-31726,23293,8207,-31699
277,18216,8043,23082,-31532,22807,8883,-31877
278,18282,7409,23520,-31366,22316,9539,-31991
279,18348,6726,24040,-31205,21955,10165,-32203
280,18414,6096,24492,-31038,21409,10771,-32390
281,18480,5484,24961,-30836,20915,11363,-32555
282,18546,4789,25432,-30611,20390,12048,-32629
283,18612,4119,25856,-30367,19868,12616,-32690
284,18678,3420,26254,-30081,19295,13253,-32732
285,18744,2788,26659,-29801,18740,13799,-32747
286,18810,2022,27055,-29521,18192,14404,-32859
287,18876,1424,27461,-29252,17681,14946,-32840
288,18942,791,27832,-28961,17015,15618,-32824
289,19008,75,28181,-28683,16513,16257,-32772
290,19074,-621,28622,-28313,15824,16766,-32899
291,19140,-1329,28868,-27973,15335,17363,-32817
292,19206,-1983,29185,-27610,14683,17882,-32795
293,19272,-2698,29470,-27191,14115,18482,-32778
294,19338,-3337,29803,-26844,13461,19024,-32729
295,19404,-4006,30118,-26442,12882,19549,-32670
296,19470,-4709,30401,-26044,12284,20129,-32571
297,19536,-5338,30663,-25632,11666,20584,-32449
298,19602,-6081,30899,-25184,11025,21142,-32361
299,19668,-6721,31092,-24748,10361,21579,-32108
300,19734,-7342,31305,-24267,9699,22021,-31951
301,19800,-8030,31487,-23834,9104,22577,-31831
302,19866,-8724,31715,-23336,8423,23118,-31613
303,19932,-9393,31901,-22876,7836,23524,-31468
304,19998,-10043,32099,-22399,7176,24004,-31227
305,20064,-10722,32226,-21877,6486,24377,-30982
306,20130,-11295,32344,-21329,5770,24837,-30694
307,20196,-11941,32472,-20796,5060,25291,-30463
308,20262,-12614,32521,-20279,4366,25684,-30242
309,20328,-13207,32633,-19745,3720,26116,-29889
310,20394,-13849,32730,-19156,3025,26516,-29710
311,20460,-14484,32772,-18635,2297,27034,-29413
312,20526,-15119,32829,-18090,1695,27367,-29098
313,20592,-15737,32863,-17514,1016,27665,-28800
314,20658,-16296,32769,-16918,392,27956,-28433
315,20724,-16847,32819,-16302,-210,28247,-28106
316,20790,-17453,32754,-15723,-867,28556,-27786
317,20856,-18033,32771,-15080,-1576,28846,-27404
318,20922,-18663,32754,-14462,-2122,29155,-27206
319,20988,-19203,32737,-13876,-2872,29392,-26672
320,21054,-19749,32642,-13252,-3483,29653,-26291
321,21120,-20311,32546,-12645,-4211,29960,-25826
322,21186,-20796,32408,-11965,-4863,30259,-25431
323,21252,-21305,32255,-11253,-5568,30465,-25008
324,21318,-21843,32150,-10674,-6222,30777,-24494
325,21384,-22330,32000,-9939,-6939,31003,-24063
326,21450,-22875,31885,-9332,-7605,31199,-23630
327,21516,-23328,31733,-8649,-8248,31426,-23221
328,21582,-23835,31563,-8050,-8856,31512,-22761
329,21648,-24299,31339,-7411,-9628,31717,-22273
330,21714,-24692,31033,-6676,-10211,31750,-21657
331,21780,-25166,30821,-6006,-10918,31660,-21178
332,21846,-25518,30582,-5361,-11578,31914,-20640
333,21912,-26002,30335,-4648,-12091,31856,-20173
334,21978,-26394,30119,-4005,-12803,32058,-19561
335,22044,-26838,29818,-3342,-13360,32140,-19000
336,22110,-27216,29555,-2609,-13985,32111,-18470
337,22176,-27532,29205,-1981,-14527,32238,-17784
338,22242,-27887,28783,-1262,-15029,32250,-17303
339,22308,-28208,28513,-531,-15654,32282,-16724
340,22374,-28572,28130,57,-16266,32377,-16019
341,22440,-28932,27779,805,-16739,32308,-15354
342,22506,-29154,27389,1536,-17301,32336,-14799
343,22572,-29458,27067,2149,-17898,32141,-14240
344,22638,-29713,26665,2813,-18347,32311,-13588
345,22704,-30003,26245,3482,-18908,32085,-13022
346,22770,-30228,25809,4171,-19613,31943,-12437
347,22836,-30491,25243,4804,-20103,32001,-11777
348,22902,-30752,24943,5464,-20699,31721,-11321
349,22968,-30950,24485,6173,-21285,31850,-10628
350,23034,-31149,24053,6952,-21783,31580,-9920
351,23100,-31307,23554,7560,-22207,31432,-9284
352,23166,-31444,23048,8233,-22708,31199,-8695
353,23232,-31588,22579,8732,-23248,30961,-7915
354,23298,-31798,21988,9425,-23610,30771,-7333
355,23364,-31858,21555,10125,-24196,30557,-6682
356,23430,-31896,21059,10695,-24568,30394,-6049
357,23496,-32106,20658,11323,-25050,30253,-5385
358,23562,-32261,19985,11982,-25436,29939,-4914
359,23628,-32276,19522,12527,-25806,29579,-4106
360,23694,-32291,18801,13101,-26298,29525,-3353
361,23760,-32341,18213,13754,-26613,29117,-2671
362,23826,-32325,17762,14369,-26934,28870,-1941
363,23892,-32324,17121,14922,-27392,28525,-1265
364,23958,-32270,16487,15453,-27768,28349,-543
365,24024,-32391,15971,16115,-28019,27790,55
366,24090,-32234,15401,16631,-28437,27585,742
367,24156,-32147,14760,17122,-28564,27207,1467
368,24222,-32148,14168,17674,-28898,27104,2158
369,24288,-32008,13505,18275,-29135,26573,2910
370,24354,-31970,12928,18754,-29516,26082,3645
371,24420,-32016,12225,19267,-29743,25747,4254
372,24486,-31813,11683,19874,-30119,25321,4867
373,24552,-31689,11131,20351,-30186,24839,5548
374,24618,-31559,10359,20838,-30392,24393,6311
375,24684,-31303,9777,21355,-30478,23918,6903
376,24750,-31161,9147,21709,-30812,23465,7493
377,24816,-30928,8473,22072,-31057,23070,8202
378,24882,-30868,7833,22617,-31250,22433,8701
379,24948,-30554,7244,22887,-31478,21864,9488
380,25014,-30311,6543,23456,-31606,21498,10058
381,25080,-30125,5934,23848,-31725,21003,10676
382,25146,-29828,5379,24280,-31852,20445,11210
383,25212,-29517,4606,24625,-31895,19875,12036
384,25278,-29231,3875,25023,-31928,19336,12508
385,25344,-28903,3270,25361,-32049,18707,13179
386,25410,-28596,2504,25675,-32108,18199,13728
387,25476,-28362,1970,26085,-32134,17426,14361
388,25542,-27970,1349,26356,-32306,17057,14929
389,25608,-27721,664,26666,-32120,16448,15533
390,25674,-27304,75,26949,-32170,15827,16069
391,25740,-26827,-677,27200,-32154,15383,16724
392,25806,-26543,-1276,27506,-32094,14809,17403
393,25872,-26022,-1869,27794,-32069,14248,17915
394,25938,-25821,-2599,27983,-32010,13854,18598
395,26004,-25348,-3225,28345,-31940,13091,19096
396,26070,-24987,-3847,28525,-31817,12474,19628
397,26136,-24525,-4557,28664,-31764,11815,20208
398,26202,-24082,-5096,28826,-31728,11131,20485
399,26268,-23601,-5649,28943,-31640,10515,21177
400,26334,-23161,-6273,29191,-31521,9890,21753
401,26400,-22668,-6956,29487,-31427,9287,22211
402,26466,-22197,-7552,29523,-31356,8646,22877
403,26532,-21725,-8230,29678,-31042,8023,23216
404,26598,-21195,-8716,29718,-30840,7223,23665
405,26664,-20747,-9339,29833,-30608,6728,24084
406,26730,-20294,-9891,29875,-30374,5885,24492
407,26796,-19730,-10475,29929,-30111,5134,24885
408,26862,-19199,-11068,29996,-29819,4519,25377
409,26928,-18678,-11648,30053,-29582,3900,25729
410,26994,-18252,-12170,30077,-29345,3177,26220
411,27060,-17666,-12786,30176,-29107,2523,26645
412,27126,-17102,-13283,30113,-28772,1824,27048
413,27192,-16533,-13840,30042,-28440,1217,27248
414,27258,-15950,-14350,29992,-28051,474,27538
415,27324,-15332,-14824,29967,-27826,-57,27965
416,27390,-14840,-15381,29879,-27553,-726,28346
417,27456,-14297,-15956,29851,-27211,-1346,28589
418,27522,-13708,-16392,29819,-26754,-2031,28981
419,27588,-13066,-16888,29700,-26487,-2683,29313
420,27654,-12553,-17326,29566,-26017,-3392,29506
421,27720,-11918,-17716,29422,-25594,-4066,29677
422,27786,-11350,-18198,29247,-25217,-4798,30129
423,27852,-10774,-18687,29052,-24699,-5442,30239
424,27918,-10157,-19103,28989,-24293,-6066,30568
425,27984,-9613,-19568,28829,-23848,-6776,30749
426,28050,-8972,-19977,28647,-23423,-7470,30975
427,28116,-8388,-20342,28457,-22980,-8111,31151
428,28182,-7746,-20790,28220,-22492,-8747,31287
429,28248,-7178,-21072,27982,-21982,-9422,31410
430,28314,-6682,-21463,27740,-21506,-10042,31541
431,28380,-5963,-21830,27501,-21071,-10713,31776
432,28446,-5394,-22210,27278,-20573,-11331,31949
433,28512,-4769,-22542,27055,-20099,-11950,32112
434,28578,-4162,-22863,26778,-19571,-12729,32186
435,28644,-3551,-23142,26412,-18963,-13166,32217
436,28710,-2977,-23430,26058,-18410,-13761,32292
437,28776,-2365,-23731,25752,-17872,-14375,32295
438,28842,-1789,-24021,25460,-17276,-15001,32308
439,28908,-1160,-24312,25148,-16789,-15598,32345
440,28974,-602,-24564,24822,-16141,-16177,32363
441,29040,60,-24790,24457,-15590,-16747,32373
442,29106,621,-24993,24119,-15004,-17281,32322
443,29172,1176,-25219,23708,-14435,-17864,32258
444,29238,1781,-25395,23318,-13773,-18463,32274
445,29304,2327,-25607,22927,-13204,-19040,32250
446,29370,2914,-25760,22532,-12567,-19530,32175
447,29436,3481,-25918,22146,-12081,-20133,32129
448,29502,4082,-26115,21778,-11351,-20639,32034
449,29568,4629,-26237,21312,-10727,-21179,31915
450,29634,5143,-26386,20923,-10070,-21654,31760
451,29700,5692,-26455,20455,-9384,-22101,31577
452,29766,6187,-26554,19977,-8760,-22569,31324
453,29832,6765,-26633,19521,-8133,-23098,31264
454,29898,7300,-26734,19083,-7496,-23501,31037
455,29964,7880,-26772,18685,-6870,-24026,30860
456,30030,8396,-26854,18174,-6197,-24378,30631
457,30096,8870,-26828,17690,-5492,-24855,30346
458,30162,9406,-26864,17263,-4832,-25355,30147
459,30228,9930,-26853,16720,-4137,-25686,29884
460,30294,10349,-26846,16170,-3462,-26145,29623
461,30360,10875,-26876,15710,-2742,-26543,29359
462,30426,11331,-26802,15189,-2081,-26995,29115
463,30492,11788,-26863,14726,-1325,-27397,28843
464,30558,12289,-26791,14201,-687,-27735,28521
465,30624,12741,-26721,13695,-3,-28141,28164
466,30690,13144,-26638,13168,591,-28308,27830
467,30756,13591,-26551,12664,1178,-28625,27502
468,30822,13992,-26468,12138,1848,-28886,27155
469,30888,14349,-26411,11592,2464,-29211,26757
470,30954,14813,-26256,11133,3023,-29565,26429
471,31020,15237,-26153,10530,3770,-29811,26111
472,31086,15627,-26033,10089,4418,-30080,25640
473,31152,15994,-25869,9551,5162,-30436,25178
474,31218,16330,-25684,8975,5863,-30605,24744
475,31284,16692,-25492,8450,6552,-30823,24335
476,31350,17030,-25287,7911,7232,-31164,23924
477,31416,17372,-25108,7399,7873,-31387,23388
478,31482,17688,-24936,6882,8563,-31583,23030
479,31548,18059,-24736,6315,9265,-31819,22517
480,31614,18391,-24522,5730,9871,-31853,22152
481,31680,18653,-24268,5241,10562,-31872,21476
482,31746,18900,-23937,4680,11127,-32103,20942
483,31812,19169,-23733,4157,11837,-32061,20432
484,31878,19422,-23494,3676,12509,-32199,19882
485,31944,19733,-23183,3111,13039,-32302,19413
486,32010,19947,-22970,2584,13806,-32368,18875
487,32076,20213,-22622,2032,14146,-32397,18365
488,32142,20439,-22325,1583,14841,-32396,17705
489,32208,20568,-22057,1119,15382,-32466,17094
490,32274,20798,-21683,517,15992,-32759,16529
491,32340,20988,-21449,-15,16550,-32580,15869
492,32406,21198,-21033,-458,17043,-32702,15226
493,32472,21371,-20705,-1001,17649,-32659,14675
494,32538,21524,-20382,-1458,18254,-32604,14123
495,32604,21670,-20044,-1922,18775,-32418,13465
496,32670,21776,-19654,-2443,19322,-32447,12812
497,32736,21886,-19292,-3021,19796,-32245,12260
498,32802,21905,-18955,-3407,20458,-32312,11641
499,32868,22106,-18547,-3920,20846,-32207,11096
500,32934,22244,-18245,-4425,21568,-32063,10363
501,33000,22259,-17710,-4920,22153,-31958,9820
502,33066,22458,-17357,-5327,22619,-31808,9159
503,33132,22398,-16946,-5771,23034,-31434,8625
504,33198,22471,-16633,-6254,23612,-31287,7920
505,33264,22431,-16114,-6626,23967,-31138,7099
506,33330,22492,-15757,-7209,24431,-30910,6585
507,33396,22505,-15322,-7526,25016,-30772,5959
508,33462,22598,-14930,-7889,25514,-30472,5307
509,33528,22576,-14464,-8272,25817,-30274,4679
510,33594,22516,-14054,-8758,26239,-29969,4090
511,33660,22358,-13637,-9082,26683,-29750,3316
512,33726,22418,-13208,-9551,26943,-29724,2703
513,33792,22286,-12810,-9944,27452,-29236,1886
514,33858,22276,-12328,-10257,27685,-28946,1296
515,33924,22191,-11786,-10680,28149,-28704,438
516,33990,22149,-11335,-11172,28549,-28369,-158
517,34056,22059,-11044,-11473,28872,-28099,-1082
518,34122,21912,-10439,-11795,29163,-27715,-1646
519,34188,21822,-10118,-12100,29265,-27297,-2257
520,34254,21675,-9701,-12392,29657,-26955,-2950
521,34320,21556,-9230,-12748,30155,-26508,-3629
522,34386,21479,-8756,-13043,30180,-26270,-4141
523,34452,21359,-8443,-13362,30392,-25723,-4961
524,34518,21092,-7875,-13651,30702,-25469,-5756
525,34584,21041,-7451,-13943,30904,-24936,-6381
526,34650,20879,-7012,-14265,31126,-24466,-6995
527,34716,20589,-6512,-14478,31274,-23838,-7625
528,34782,20354,-5968,-14642,31523,-23464,-8249
529,34848,20221,-5624,-14987,31623,-22863,-8787
530,34914,19891,-5198,-15248,31953,-22456,-9603
531,34980,19825,-4740,-15437,32036,-21963,-10222
532,35046,19555,-4285,-15724,32189,-21517,-10857
533,35112,19291,-3900,-15846,32335,-20979,-11429
534,35178,19122,-3421,-16084,32470,-20485,-12032
535,35244,18857,-2994,-16230,32574,-19830,-12649
536,35310,18624,-2554,-16451,32669,-19187,-13230
537,35376,18421,-2051,-16602,32745,-18815,-13979
538,35442,18084,-1594,-16911,32766,-17953,-14362
539,35508,17837,-1267,-16909,32854,-17558,-15186
540,35574,17544,-788,-17111,32861,-17012,-15726
