15,140000,74168,72157,75695,74672,706398,708400,707938,73647,75421,72656,72145,71706,73160,872596,75660,74701,73623,321998,74628,74580,71371,458156,74121,74035,74374,867045,74139,46679,707576,36188,19067,-4940,2136,-31506,63683,16828,929,35912,6421,198054,50334,131250,45319,1925,-37549,36199,-7392,-51192,49564415,49563827,49564709,49999608,49999923,50000297,55721,62631,59498,707949,708778,707962,13312362,21618909,6156293,730010,2931527,2217843,3449895,736577,6938332,3100466,8298069,737845,5482519,3962998,6907087,734809,74385,74039
16,150000,68357,70637,68668,65735,706523,708323,708120,71040,65260,68054,70638,69704,73248,866334,68629,70319,59104,334163,65713,64084,67334,447081,68280,68381,67958,869347,68300,-18364,707652,-29285,45412,-9957,2063,30378,56693,-23541,933,-21286,16600,191294,48640,131785,-17772,-31874,24060,-29261,58077,14277,49552299,49551395,49551704,49999574,49999942,50000167,74093,75299,75326,707949,708778,707962,13279731,21627337,6121186,732088,2897069,2193078,3406934,737016,6905095,3075483,8290600,735423,5447554,3937942,6862588,734850,67942,68377
17,159999,41342,45519,41154,37309,706903,708366,708075,45422,36402,41741,45544,44428,48816,856424,41133,43788,29475,347191,37295,35194,41216,432634,41157,41344,40576,871989,41169,46468,707779,36179,72143,35419,1895,-30377,28774,18534,1004,34440,43751,175607,40957,141903,45954,331,-35791,36183,-7401,-51194,49531682,49530613,49530675,49999615,49999950,50000037,69590,64107,67153,707949,708778,707962,13267172,21632467,6107023,732955,2879119,2166377,3409893,732582,6889860,3050344,8330209,731025,5430532,3911455,6870046,732196,40548,41335
18,170000,15446,17666,15923,12742,707184,708306,708149,18062,12901,15235,17683,16733,20436,830750,15914,17377,9443,356117,12739,11891,14392,427909,15300,15401,14981,873842,15303,-18559,707876,-29296,41417,-5073,1804,32042,7510,-19948,1106,-24883,67573,167166,28756,156357,-16435,32693,25321,-29282,58071,14273,49520627,49519486,49519460,49999699,49999957,49999920,45637,37703,40917,707949,708778,707962,13265918,21635694,6104719,733133,2878024,2161518,3415936,731218,6887384,3043793,8344285,729717,5429020,3905930,6877128,731365,14966,15397
19,180000,11925,9853,13502,12466,707159,708404,708031,11511,13763,10431,9861,9446,11079,840947,13497,12458,15285,301031,12461,13250,9161,487479,11854,11765,12120,861526,11848,46896,707861,36176,27455,-15125,1808,-29608,10669,13441,1091,31990,57858,167503,52771,154253,46535,2984,-40014,36174,-7400,-51195,49523465,49522446,49522454,49999799,49999973,49999829,18719,13831,15330,707949,708778,707962,13274361,21630424,6114840,732489,2886100,2180856,3401260,735694,6895865,3063330,8304985,733498,5437486,3925588,6860280,733900,12133,11769
20,189999,33841,28589,36392,36623,706868,708269,708015,31097,38499,31648,28603,28565,28560,876756,36369,33118,42178,296976,36606,38174,29799,478096,33677,33445,34369,862090,33667,-18071,707715,-29290,68661,33911,1872,31158,30269,-25532,1014,-24170,50918,173452,52685,143305,-18211,-29915,21665,-29272,58075,14279,49539685,49538857,49539178,49999879,49999988,49999752,15654,19871,15325,707949,708778,707962,13299208,21625928,6140976,730969,2918114,2209751,3430314,737264,6923052,3090629,8289409,737127,5468224,3954355,6885619,735123,34402,33455
21,200000,63008,58530,65316,65237,706545,708271,707974,60738,66785,60850,58533,58354,58775,875255,65274,62682,68174,313183,65203,66215,59124,465566,62923,62728,63504,865377,62929,46747,707594,36187,55340,-8351,1994,-30666,53280,17046,932,35481,21956,184867,49613,131621,45205,2391,-38111,36194,-7394,-51188,49559345,49558658,49559330,49999939,50000007,49999687,40274,47442,40919,707949,708778,707962,13320864,21616860,6165372,729475,2940856,2222829,3464692,735892,6946806,3105386,8304577,738114,5491821,3967975,6922378,734485,63531,62737
22,209999,75328,74816,76387,74780,706415,708419,707968,75891,75052,74249,74806,74217,76292,871027,76354,76345,71572,326092,74739,74119,73150,454643,75285,75273,75308,867927,75305,-18299,707598,-29279,7161,-22553,2029,29383,60384,-24355,818,-21706,2374,188111,46988,115483,-17955,-31394,23533,-29252,58079,14287,49561878,49561385,49562252,49999988,50000022,49999638,65813,70719,67175,707949,708778,707962,13299670,21625357,6141619,730925,2921129,2211855,3434190,737204,6924359,3091490,8290087,737194,5470532,3955954,6888669,735110,75308,75274
23,219999,60788,64113,60782,57428,706569,708375,708142,64228,56639,60854,64118,63091,67054,863866,60752,63032,49689,338368,57412,55447,60263,442760,60677,60830,60199,870240,60696,46545,707693,36185,60483,34377,1987,-30053,44114,17374,857,35241,24879,184253,42591,121019,45665,947,-36453,36189,-7396,-51187,49544296,49544128,49545200,50000034,50000034,49999626,74920,73591,75346,707949,708778,707962,13272015,21624104,6114576,732404,2887010,2182022,3401453,735855,6898323,3066506,8301357,733996,5438384,3927262,6859315,734092,60176,60823
24,230000,31234,35176,31087,27401,706977,708385,708032,35082,26606,31651,35199,34148,38291,851732,31073,33510,20426,351718,27389,25493,31108,426719,31025,31204,30466,873074,31035,-18524,707796,-29292,67787,-7921,1834,30414,19942,-20884,995,-24012,54533,169890,37654,140610,-17208,33068,25399,-29272,58069,14276,49525479,49525585,49526910,50000057,50000045,49999680,60620,53940,59482,710663,708769,704852,13263026,21630891,6103416,733131,2878123,2161715,3415830,731259,6886767,3044680,8339913,729995,5428523,3906138,6875354,731471,30439,31196
